1.799092971,1
2.721655329,2
3.694104308,3
4.692018141,4
5.720612245,5
6.704285714,6
7.790136054,7
8.805668934,8
9.792607710,9
10.766122449,10
11.808730159,11
12.759433107,12
13.710204082,13
14.726213152,14
15.672607710,15
16.592267574,16
17.598594104,17
18.518548753,18
19.591111111,19
20.518276644,20
21.469750567,21
22.515442177,22
23.441405896,23
24.358390023,24
25.342947846,25
26.793877551,26
27.670090703,27
28.566984127,28
29.494603175,29
30.470294785,30
31.418798186,31
32.311043084,32
33.238571429,33
34.169637188,34
35.094988662,35
36.384240363,36
37.303764172,37
38.136643991,38
39.075124717,39
40.030272109,40
40.950566893,41
41.929501134,42
42.806848073,43
43.710657596,44
44.648866213,45
45.613968254,46
46.813945578,47
47.774240363,48
48.683514739,49
49.607210884,50
50.446167800,51
51.393990930,52
52.267414966,53
53.114897959,54
54.118639456,55
54.958208617,56
55.841360544,57
56.729841270,58
57.865464853,59
58.854308390,60
59.926122449,61
60.831768707,62
61.758707483,63
62.726235828,64
63.600317460,65
64.518072562,66
66.326145125,67
67.345918367,68
68.245963719,69
69.397891156,70
70.365170068,71
71.201088435,72
72.072789116,73
73.077913832,74
74.004897959,75
74.904897959,76
76.742222222,77
77.710566893,78
78.713378685,79
79.596371882,80
80.512766440,81
81.430408163,82
82.331111111,83
83.336349206,84
84.428299320,85
85.437120181,86
86.358979592,87
87.262811791,88
88.197959184,89
89.129138322,90
90.014920635,91
90.969387755,92
91.862562358,93
92.779319728,94
93.718662132,95
94.654104308,96
95.566689342,97
96.533854875,98
97.495238095,99
98.374489796,100
99.403038549,101
100.727074830,102
101.773197279,103
102.707029478,104
103.560476190,105
104.501995465,106
105.399614512,107
106.272176871,108
107.186485261,109
108.137278912,110
109.078253968,111
109.966734694,112
110.829614512,113
111.758956916,114
112.742698413,115
113.958027211,116
114.930226757,117
116.149115646,118
117.056621315,119
117.942970522,120
118.830181406,121
119.750362812,122
120.650181406,123
