1.880816327,1
2.677732426,2
3.657619048,3
4.624875283,4
5.592539683,5
6.494263039,6
7.486598639,7
8.400907029,8
9.760975057,9
10.784376417,10
11.758526077,11
12.717687075,12
13.726553288,13
14.679795918,14
15.653786848,15
16.648820862,16
17.605873016,17
19.014693878,18
20.000907029,19
21.053628118,20
22.021224490,21
22.942380952,22
23.910385488,23
24.856530612,24
25.772018141,25
26.710045351,26
27.677959184,27
28.717029478,28
29.678752834,29
30.614557823,30
31.830045351,31
32.853809524,32
33.791292517,33
34.726167800,34
35.935782313,35
36.924308390,36
37.887120181,37
38.820317460,38
39.779092971,39
40.672879819,40
41.576122449,41
42.430385488,42
43.389387755,43
44.253582766,44
45.162698413,45
46.140952381,46
47.025374150,47
48.001768707,48
48.921065760,49
49.896167800,50
50.856439909,51
51.774195011,52
52.985396825,53
53.878458050,54
54.857482993,55
55.704331066,56
56.686303855,57
57.557868481,58
58.555827664,59
59.542335601,60
60.406848073,61
61.351678005,62
62.294671202,63
63.230294785,64
64.169909297,65
65.131632653,66
66.324897959,67
67.258231293,68
68.153174603,69
69.112244898,70
70.051700680,71
71.208526077,72
72.174195011,73
73.078163265,74
73.981224490,75
74.919183673,76
75.854058957,77
76.746303855,78
77.775238095,79
78.811428571,80
79.750158730,81
80.694399093,82
81.666394558,83
82.809047619,84
83.840113379,85
84.741224490,86
85.735895692,87
86.640226757,88
87.641201814,89
88.591768707,90
89.616553288,91
90.792925170,92
91.785578231,93
92.694149660,94
93.701814059,95
94.816825397,96
95.833877551,97
96.750589569,98
97.665419501,99
98.542063492,100
99.500408163,101
100.366462585,102
101.320272109,103
102.255782313,104
103.478526077,105
104.391405896,106
105.325578231,107
106.262063492,108
107.215238095,109
108.175578231,110
109.106009070,111
109.992925170,112
110.927981859,113
111.801519274,114
112.702721088,115
113.670725624,116
114.567596372,117
115.513469388,118
116.422222222,119
117.385238095,120
118.318503401,121
119.536326531,122
120.511564626,123
121.423922902,124
122.357551020,125
123.276394558,126
124.174920635,127
125.082993197,128
