2.324897959,1
3.281201814,2
4.254399093,3
5.210022676,4
6.249433107,5
7.271269841,6
8.306213152,7
9.310453515,8
10.253832200,9
11.304217687,10
12.351882086,11
13.325918367,12
14.389183673,13
15.382222222,14
16.473401361,15
17.472403628,16
18.446099773,17
19.464308390,18
20.463628118,19
21.438117914,20
22.419591837,21
23.431836735,22
24.365714286,23
25.350680272,24
26.330770975,25
27.284897959,26
28.277981859,27
29.238276644,28
30.246938776,29
31.181587302,30
32.192947846,31
33.103673469,32
34.017641723,33
35.014988662,34
35.974376417,35
36.943537415,36
37.926054422,37
38.970022676,38
39.910544218,39
40.942834467,40
41.902086168,41
42.886848073,42
43.844693878,43
44.769160998,44
45.785238095,45
46.752902494,46
47.774535147,47
48.613877551,48
49.511972789,49
50.438526077,50
51.343219955,51
52.527233560,52
53.511950113,53
54.484603175,54
55.395600907,55
56.328390023,56
57.288095238,57
58.281224490,58
59.230430839,59
60.098730159,60
61.045215420,61
62.026848073,62
62.942789116,63
63.914217687,64
64.871201814,65
65.854671202,66
67.356734694,67
68.310566893,68
69.328095238,69
70.247233560,70
71.173673469,71
72.098412698,72
72.952040816,73
73.854580499,74
74.775668934,75
75.878662132,76
76.861950113,77
77.992380952,78
78.926689342,79
79.942358277,80
81.005714286,81
81.941746032,82
82.890929705,83
83.877936508,84
84.838956916,85
85.782312925,86
86.741451247,87
87.698027211,88
88.777006803,89
89.709841270,90
90.710113379,91
91.711655329,92
93.054693878,93
94.034285714,94
95.019229025,95
95.897097506,96
96.846462585,97
97.856122449,98
98.896825397,99
99.918367347,100
100.904489796,101
101.897414966,102
102.878639456,103
103.878208617,104
104.944875283,105
105.904421769,106
106.798095238,107
107.729705215,108
108.718548753,109
109.711179138,110
110.704240363,111
111.710045351,112
112.712879819,113
113.637709751,114
114.575578231,115
115.494263039,116
116.478639456,117
117.406281179,118
118.414739229,119
119.384557823,120
120.341224490,121
121.287619048,122
122.359909297,123
123.327392290,124
124.251292517,125
125.198458050,126
126.272562358,127
127.182766440,128
