2.735600907,1
4.232766440,2
5.199297052,3
6.126666667,4
7.096598639,5
8.042040816,6
8.992857143,7
9.998616780,8
11.045986395,9
11.960362812,10
12.977573696,11
13.888548753,12
14.918435374,13
15.862607710,14
16.856757370,15
17.798435374,16
18.863650794,17
19.872358277,18
20.902312925,19
21.982925170,20
23.009274376,21
23.943333333,22
24.894557823,23
25.838458050,24
26.887029478,25
27.855986395,26
28.901904762,27
29.861746032,28
30.904308390,29
31.894353741,30
32.957732426,31
33.886621315,32
34.813968254,33
35.724467120,34
36.694784580,35
37.629705215,36
38.566802721,37
39.611791383,38
40.544263039,39
41.570975057,40
42.526349206,41
43.494376417,42
44.386394558,43
45.326621315,44
46.361020408,45
47.337006803,46
48.255351474,47
49.134308390,48
50.062312925,49
50.965759637,50
52.325691610,51
53.213832200,52
54.158117914,53
55.086077098,54
56.005782313,55
56.951020408,56
58.134240363,57
59.069727891,58
59.990657596,59
60.806938776,60
61.722834467,61
62.725736961,62
63.615419501,63
64.580498866,64
65.521224490,65
66.432653061,66
67.352380952,67
68.289523810,68
69.229705215,69
70.102630385,70
71.191292517,71
72.110453515,72
72.998798186,73
73.918412698,74
74.798480726,75
75.640952381,76
76.937868481,77
77.893718821,78
78.758276644,79
79.718412698,80
80.694126984,81
81.663106576,82
82.621746032,83
83.530657596,84
84.495759637,85
85.358503401,86
86.341791383,87
87.247619048,88
88.161655329,89
89.837664399,90
90.797278912,91
91.795510204,92
92.774149660,93
93.686643991,94
94.608185941,95
95.504263039,96
96.414625850,97
97.375079365,98
98.368956916,99
99.254104308,100
100.199546485,101
101.077619048,102
101.976802721,103
102.897142857,104
103.936848073,105
104.896145125,106
106.710612245,107
107.630476190,108
108.610657596,109
109.568866213,110
111.061723356,111
112.040657596,112
112.878594104,113
114.702471655,114
115.646031746,115
116.630476190,116
117.592675737,117
118.510068027,118
119.447823129,119
120.448820862,120
121.346031746,121
122.281927438,122
123.806009070,123
124.710362812,124
125.648458050,125
126.609818594,126
127.534784580,127
128.414376417,128
129.343832200,129
130.794444444,130
132.119546485,131
133.093877551,132
133.984353741,133
134.936961451,134
135.822222222,135
